,census_tract,rides
1085,36047150200,260
1086,36047152200,217
1087,36047990100,2
1088,36061000100,4175
1089,36061000201,2889
1090,36061000202,191
1091,36061000600,455
1092,36061000700,21106
1093,36061000800,1631
1094,36061000900,19466
1095,36061001001,792
1096,36061001002,132
1097,36061001200,1678
1098,36061001300,43114
1099,36061001401,6876
1100,36061001402,5126
1101,36061001501,10988
1102,36061001502,2583
1103,36061001600,10288
1104,36061001800,18736
1105,36061002000,340
1106,36061002100,56884
1107,36061002201,3894
1108,36061002202,7217
1109,36061002400,48
1110,36061002500,379
1111,36061002601,3519
1112,36061002602,9864
1113,36061002700,4417
1114,36061002800,8978
1115,36061002900,3967
1116,36061003001,24415
1117,36061003002,10578
1118,36061003100,26599
1119,36061003200,20322
1120,36061003300,49546
1121,36061003400,20037
1122,36061003601,18306
1123,36061003602,14559
1124,36061003700,29649
1125,36061003800,16683
1126,36061003900,22684
1127,36061004000,17794
1128,36061004100,20235
1129,36061004200,24513
1130,36061004300,45351
1131,36061004400,160
1132,36061004500,45647
1133,36061004700,58923
1134,36061004800,11543
1135,36061004900,55586
1136,36061005000,28024
1137,36061005200,37821
1138,36061005400,44017
1139,36061005501,20337
1140,36061005502,38660
1141,36061005600,34831
1142,36061005700,26808
1143,36061005800,53186
1144,36061005900,16704
1145,36061006000,10246
1146,36061006100,28482
1147,36061006200,4154
1148,36061006300,27300
1149,36061006400,15887
1150,36061006500,32138
1151,36061006600,8676
1152,36061006700,58242
1153,36061006800,29394
1154,36061006900,9244
1155,36061007000,13940
1156,36061007100,30491
1157,36061007200,22584
1158,36061007300,46099
1159,36061007400,37170
1160,36061007500,21854
1161,36061007600,32440
1162,36061007700,36809
1163,36061007800,13710
1164,36061007900,34686
1165,36061008000,27891
1166,36061008100,23376
1167,36061008200,33990
1168,36061008300,94630
1169,36061008400,42627
1170,36061008601,3068
1171,36061008602,779
1172,36061008603,5884
1173,36061008700,22083
1174,36061008800,18747
1175,36061008900,22010
1176,36061009000,19918
1177,36061009100,23742
1178,36061009200,49959
1179,36061009300,25579
1180,36061009400,47035
1181,36061009500,24047
1182,36061009600,55222
1183,36061009700,6880
1184,36061009800,16566
1185,36061009900,41543
1186,36061010000,51452
1187,36061010100,40021
1188,36061010200,57982
1189,36061010300,20247
1190,36061010400,52164
1191,36061010601,8609
1192,36061010602,4819
1193,36061010800,14882
1194,36061010900,22024
1195,36061011000,10362
1196,36061011100,20206
1197,36061011201,49708
1198,36061011202,41954
1199,36061011203,25858
1200,36061011300,32439
1201,36061011401,31447
1202,36061011402,16715
1203,36061011500,24278
1204,36061011600,5092
1205,36061011700,21814
1206,36061011800,17573
1207,36061011900,37972
1208,36061012000,14557
1209,36061012100,22526
1210,36061012200,20491
1211,36061012400,13595
1212,36061012500,30625
1213,36061012600,18003
1214,36061012700,14522
1215,36061012800,23741
1216,36061012900,12273
1217,36061013000,29950
1218,36061013100,33649
1219,36061013200,7551
1220,36061013300,16699
1221,36061013400,16721
1222,36061013500,8121
1223,36061013600,10368
1224,36061013700,45508
1225,36061013800,13531
1226,36061013900,13325
1227,36061014000,17066
1228,36061014200,23625
1229,36061014300,123
1230,36061014401,8139
1231,36061014402,10761
1232,36061014500,23328
1233,36061014601,9496
1234,36061014602,5907
1235,36061014700,17611
1236,36061014801,11627
1237,36061014802,8777
1238,36061014900,18794
1239,36061015001,11045
1240,36061015002,7859
1241,36061015100,8475
1242,36061015200,10
1243,36061015300,17225
1244,36061015400,8142
1245,36061015500,4770
1246,36061015601,3983
1247,36061015602,339
1248,36061015700,17301
1249,36061015801,6698
1250,36061015802,2314
1251,36061015900,9565
1252,36061016001,9294
1253,36061016002,4986
1254,36061016100,18757
1255,36061016200,476
1256,36061016300,3022
1257,36061016400,927
1258,36061016500,13544
1259,36061016600,599
1260,36061016700,7619
1261,36061016800,2692
1262,36061016900,15151
1263,36061017000,391
1264,36061017100,2326
1265,36061017200,375
1266,36061017300,13235
1267,36061017401,612
1268,36061017402,239
1269,36061017500,9661
1270,36061017700,7236
1271,36061017800,1074
1272,36061017900,2593
1273,36061018000,565
1274,36061018100,5645
1275,36061018200,555
1276,36061018300,4627
1277,36061018400,456
1278,36061018500,4078
1279,36061018600,339
1280,36061018700,2687
1281,36061018800,627
1282,36061018900,1756
1283,36061019000,973
1284,36061019100,3662
1285,36061019200,477
1286,36061019300,3519
1287,36061019400,796
1288,36061019500,1965
1289,36061019600,1245
1290,36061019701,177
1291,36061019702,826
1292,36061019800,479
1293,36061019900,2238
1294,36061020000,1731
1295,36061020101,1897
1296,36061020102,1339
1297,36061020300,2819
1298,36061020500,846
1299,36061020600,559
1300,36061020701,1405
1301,36061020800,1136
1302,36061020901,467
1303,36061021000,289
1304,36061021100,680
1305,36061021200,636
1306,36061021303,655
1307,36061021400,576
1308,36061021500,582
1309,36061021600,1130
1310,36061021703,478
1311,36061021800,1456
1312,36061021900,971
1313,36061022000,1132
1314,36061022102,667
1315,36061022200,821
1316,36061022301,512
1317,36061022302,246
1318,36061022400,346
1319,36061022500,384
1320,36061022600,1072
1321,36061022700,982
1322,36061022800,460
1323,36061022900,851
1324,36061023000,357
1325,36061023100,825
1326,36061023200,190
1327,36061023300,78
1328,36061023400,383
1329,36061023501,543
1330,36061023502,313
1331,36061023600,107
1332,36061023700,323
1333,36061023801,1979
1334,36061023802,239
1335,36061023900,498
1336,36061024000,2122
1337,36061024100,418
1338,36061024200,272
1339,36061024301,154
1340,36061024302,53
1341,36061024500,586
1342,36061024700,234
1343,36061024900,169
1344,36061025100,1856
1345,36061025300,515
1346,36061025500,1464
1347,36061025700,1777
1348,36061025900,520
1349,36061026100,132
1350,36061026300,532
1351,36061026500,852
1352,36061026700,482
1353,36061026900,357
1354,36061027100,438
1355,36061027300,473
1356,36061027500,246
1357,36061027700,115
1358,36061027900,457
1359,36061028100,307
1360,36061028300,111
1361,36061028500,212
1362,36061028700,474
1363,36061029100,171
1364,36061029300,226
1365,36061029500,428
1366,36061029700,210
1367,36061029900,44
1368,36061030300,98
1369,36061030700,279
1370,36061030900,180
1371,36061031100,46
1372,36061031703,35323
1373,36061031704,12088
1374,36061031900,10404
1375,36081000100,785
1376,36081000200,46
1377,36081000400,37
1378,36081000600,52
1379,36081000700,7909
1380,36081000800,45
1381,36081001000,21
1382,36081001200,63
1383,36081001400,57
1384,36081001600,55
1385,36081001800,17
1386,36081001900,6589
1387,36081002000,53
1388,36081002200,39
1389,36081002400,58
1390,36081002500,913
1391,36081002600,72
1392,36081003000,6
1393,36081003100,941
1394,36081003200,14
1395,36081003300,1754
1396,36081003400,25
1397,36081003600,13
1398,36081003700,242
1399,36081003800,42
1400,36081003900,151
1401,36081004001,1
1402,36081004002,116
1403,36081004200,56
1404,36081004300,254
1405,36081004401,181
1406,36081004500,317
1407,36081004700,185
1408,36081005000,11
1409,36081005100,364
1410,36081005200,20
1411,36081005300,516
1412,36081005400,77
1413,36081005500,605
1414,36081005700,917
1415,36081005800,68
1416,36081005900,567
1417,36081006100,701
1418,36081006201,80
1419,36081006202,59
1420,36081006300,813
1421,36081006501,720
1422,36081006502,575
1423,36081006900,412
1424,36081007100,535
1425,36081007300,631
1426,36081007500,675
1427,36081007700,307
1428,36081007900,169
1429,36081008100,449
1430,36081008300,285
1431,36081008500,116
1432,36081008600,48
1433,36081008700,44
1434,36081008800,66
1435,36081009100,243
1436,36081009400,25
1437,36081009500,285
1438,36081009600,3
1439,36081009700,229
1440,36081009800,49
1441,36081009900,325
1442,36081010100,240
1443,36081010200,19
1444,36081010300,294
1445,36081010500,76
1446,36081010600,57
1447,36081010800,16
1448,36081011000,9
1449,36081011100,271
1450,36081011200,6
1451,36081011300,649
1452,36081011400,38
1453,36081011500,492
1454,36081011600,42
1455,36081011700,340
1456,36081011800,36
1457,36081011900,321
1458,36081012000,146
1459,36081012100,431
1460,36081012301,324
1461,36081012400,15
1462,36081012500,828
1463,36081012601,28
1464,36081012602,9
1465,36081012800,19
1466,36081013000,34
1467,36081013200,42
1468,36081013400,179
1469,36081013500,330
1470,36081013600,114
1471,36081013700,146
1472,36081013800,39
1473,36081014000,115
1474,36081014100,228
1475,36081014201,18
1476,36081014202,31
1477,36081014300,403
1478,36081014400,33
1479,36081014500,265
1480,36081014700,310
1481,36081014800,24
1482,36081014900,640
1483,36081015000,20
1484,36081015100,214
1485,36081015200,78
1486,36081015300,295
1487,36081015400,26
1488,36081015500,667
1489,36081015600,3
1490,36081015700,540
1491,36081015801,6
1492,36081015802,16
1493,36081015900,560
1494,36081016100,287
1495,36081016300,47
1496,36081016400,5
1497,36081016600,116
1498,36081016800,31
1499,36081016900,364
1500,36081017000,6
1501,36081017100,117
1502,36081017200,16
1503,36081017400,18
1504,36081017600,8
1505,36081017800,20
1506,36081017900,1518
1507,36081018000,73
1508,36081018101,415
1509,36081018102,280
1510,36081018200,43
1511,36081018300,515
1512,36081018401,43
1513,36081018402,48
1514,36081018501,265
1515,36081018502,713
1516,36081018700,224
1517,36081018800,130
1518,36081018900,425
1519,36081019000,13
1520,36081019200,108
1521,36081019400,102
1522,36081019600,18
1523,36081019800,16
1524,36081019900,443
1525,36081020200,75
1526,36081020400,48
1527,36081020500,116
1528,36081020600,36
1529,36081020800,265
1530,36081021200,210
1531,36081021400,162
1532,36081021600,73
1533,36081021900,23
1534,36081022001,117
1535,36081022002,127
1536,36081022900,37
1537,36081023000,32
1538,36081023200,2
1539,36081023500,171
1540,36081023600,55
1541,36081023800,50
1542,36081024000,63
1543,36081024300,165
1544,36081024500,77
1545,36081024600,9
1546,36081024700,90
1547,36081024900,242
1548,36081025100,138
1549,36081025301,301
1550,36081025302,246
1551,36081025400,19
1552,36081025500,200
1553,36081025700,94
1554,36081025800,21
1555,36081025900,50
1556,36081026000,10
1557,36081026100,137
1558,36081026200,18
1559,36081026300,127
1560,36081026400,5
1561,36081026500,182
1562,36081026600,3
1563,36081026700,270
1564,36081026901,82
1565,36081026902,155
1566,36081027000,15
1567,36081027100,54
1568,36081027200,48
1569,36081027300,18
1570,36081027400,6
1571,36081027500,24
1572,36081027600,5
1573,36081027700,34
1574,36081027800,15
1575,36081027900,59
1576,36081028000,8
1577,36081028100,192
1578,36081028200,53
1579,36081028300,207
1580,36081028400,17
1581,36081028500,208
1582,36081028700,81
1583,36081028800,36
1584,36081028900,127
1585,36081029100,44
1586,36081029300,88
1587,36081029400,102
1588,36081029500,116
1589,36081029700,161
1590,36081029900,79
1591,36081030600,271
1592,36081030902,54
1593,36081030903,83
1594,36081030904,302
1595,36081031700,8295
1596,36081032000,167
1597,36081032700,89
1598,36081032800,65
1599,36081032900,1222
1600,36081033000,115
1601,36081033100,33851
1602,36081033401,21
1603,36081033402,109
1604,36081033700,102
1605,36081033900,18
1606,36081034700,853
1607,36081035100,42
1608,36081035200,40
1609,36081035300,62
1610,36081035700,17324
1611,36081035800,63
1612,36081036100,64
1613,36081036300,16
1614,36081036500,47
1615,36081036600,9
1616,36081036700,274
1617,36081036800,25
1618,36081037100,26144
1619,36081037300,26
1620,36081037500,25
1621,36081037600,29
1622,36081037700,33
1623,36081037900,18
1624,36081038100,112
1625,36081038301,1496
1626,36081038302,248
1627,36081038400,24
1628,36081039400,32
1629,36081039800,36
1630,36081039900,780
1631,36081040000,50
1632,36081040100,8
1633,36081040200,57
1634,36081040300,22
1635,36081040400,20
1636,36081040500,18
1637,36081040700,126
1638,36081040900,30
1639,36081041100,34
1640,36081041300,24
1641,36081041400,62
1642,36081041500,66
1643,36081042400,4
1644,36081042600,7
1645,36081042700,185
1646,36081043200,18
1647,36081043400,32
1648,36081043701,110
1649,36081043702,52
1650,36081043900,66
1651,36081044000,27
1652,36081044301,6
1653,36081044302,17
1654,36081044400,32
1655,36081044601,122
1656,36081044602,130
1657,36081045000,102
1658,36081045200,55
1659,36081045400,27
1660,36081045500,157
1661,36081045600,43
1662,36081045700,51
1663,36081045800,57
1664,36081045900,20
1665,36081046000,140
1666,36081046100,5
1667,36081046200,75
1668,36081046300,11
1669,36081046400,89
1670,36081046500,26
1671,36081046600,178
1672,36081046700,50
1673,36081046800,71
1674,36081046900,22
1675,36081047000,23
1676,36081047100,66
1677,36081047200,138
1678,36081047300,165
1679,36081047500,187
1680,36081047600,43
1681,36081047800,18
1682,36081047900,61
1683,36081048000,23
1684,36081048100,74
1685,36081048200,9
1686,36081048300,90
1687,36081048400,9
1688,36081048500,82
1689,36081048900,45
1690,36081049200,17
1691,36081049301,72
1692,36081049302,120
1693,36081049500,68
1694,36081049600,6
1695,36081049700,86
1696,36081049900,52
1697,36081050000,21
1698,36081050201,28
1699,36081050202,5
1700,36081050400,25
1701,36081050500,67
1702,36081050600,30
1703,36081050700,31
1704,36081050800,35
1705,36081051000,12
1706,36081051100,59
1707,36081051200,86
1708,36081051300,102
1709,36081051500,91
1710,36081051600,6
1711,36081051700,96
1712,36081051800,14
1713,36081052000,27
1714,36081052100,119
1715,36081052200,19
1716,36081052400,21
1717,36081052500,69
1718,36081052600,12
1719,36081052800,16
1720,36081053000,46
1721,36081053100,260
1722,36081053200,19
1723,36081053401,28
1724,36081053500,688
1725,36081053601,29
1726,36081053800,32
1727,36081053900,231
1728,36081054000,21
1729,36081054200,12
1730,36081054500,288
1731,36081054700,113
1732,36081054800,40
1733,36081054900,99
1734,36081055100,124
1735,36081055200,48
1736,36081055300,209
1737,36081055400,58
1738,36081055500,111
1739,36081055600,32
1740,36081055700,121
1741,36081055800,36
1742,36081055900,84
1743,36081056000,18
1744,36081056100,1
1745,36081056200,6
1746,36081056400,42
1747,36081056500,46
1748,36081056600,7
1749,36081056700,32
1750,36081056800,39
1751,36081057700,54
1752,36081057900,12
1753,36081058000,62
1754,36081058100,188
1755,36081058200,16
1756,36081058300,116
1757,36081058500,68
1758,36081058700,34
1759,36081058900,127
1760,36081059000,25
1761,36081059100,146
1762,36081059200,187
1763,36081059300,93
1764,36081059400,11
1765,36081059500,209
1766,36081059600,7
1767,36081059800,11
1768,36081059900,38
1769,36081060000,6
1770,36081060100,52
1771,36081060300,105
1772,36081060600,6
1773,36081060701,10
1774,36081060800,10
1775,36081061000,14
1776,36081061200,51
1777,36081061301,122
1778,36081061400,34
1779,36081061601,10
1780,36081061602,243
1781,36081061800,8
1782,36081061900,55
1783,36081062000,42
1784,36081062100,105
1785,36081062200,90
1786,36081062300,4
1787,36081062400,5
1788,36081062500,1
1789,36081062600,12
1790,36081062700,29
1791,36081062900,92
1792,36081063000,24
1793,36081063200,49
1794,36081063301,18
1795,36081063302,87
1796,36081063500,57
1797,36081063700,66
1798,36081063800,66
1799,36081063900,64
1800,36081064101,16
1801,36081064102,19
1802,36081064500,84
1803,36081064600,17
1804,36081065000,7
1805,36081065400,59
1806,36081065501,4
1807,36081065600,816
1808,36081065702,90
1809,36081065703,74
1810,36081065900,41
1811,36081066000,60
1812,36081066100,58
1813,36081066300,56
1814,36081066400,219
1815,36081066501,109
1816,36081066701,58
1817,36081066900,82
1818,36081067100,51
1819,36081067700,117
1820,36081067900,139
1821,36081068000,5
1822,36081068200,9
1823,36081068300,218
1824,36081068700,95
1825,36081069000,38
1826,36081069300,317
1827,36081069400,49
1828,36081069500,73
1829,36081069701,137
1830,36081069702,76
1831,36081070300,57
1832,36081070700,91
1833,36081070900,103
1834,36081071100,221
1835,36081071303,269
1836,36081071304,308
1837,36081071305,264
1838,36081071306,239
1839,36081071600,92505
1840,36081071701,141
1841,36081071702,211
1842,36081071900,91
1843,36081072100,72
1844,36081072300,117
1845,36081072900,49
1846,36081073100,88
1847,36081073700,517
1848,36081073900,328
1849,36081074100,122
1850,36081074300,114
1851,36081074500,91
1852,36081074700,35
1853,36081074900,146
1854,36081075701,180
1855,36081075702,149
1856,36081076901,293
1857,36081076902,213
1858,36081077300,84
1859,36081077500,182
1860,36081077902,128
1861,36081077903,73
1862,36081077904,67
1863,36081077905,108
1864,36081077906,150
1865,36081077907,119
1866,36081077908,113
1867,36081078800,190
1868,36081079000,35
1869,36081079200,804
1870,36081079300,36
1871,36081079701,78
1872,36081079702,13
1873,36081079900,264
1874,36081080301,41
1875,36081080302,99
1876,36081080900,227
1877,36081081400,453
1878,36081081800,225
1879,36081083700,51
1880,36081083800,34
1881,36081084000,74
1882,36081084500,42
1883,36081084601,98
1884,36081084602,189
1885,36081084900,102
1886,36081085300,179
1887,36081085500,58
1888,36081085700,43
1889,36081085900,22
1890,36081086100,34
1891,36081086300,37
1892,36081086400,207
1893,36081086500,144
1894,36081086900,135
1895,36081087100,663
1896,36081088400,289
1897,36081088901,39
1898,36081089200,89
1899,36081090700,109
1900,36081091601,7
1901,36081091602,8
1902,36081091900,100
1903,36081092200,6
1904,36081092500,102
1905,36081092800,1
1906,36081092900,33
1907,36081093402,3
1908,36081093800,1
1909,36081093900,37
1910,36081094201,37
1911,36081094202,15
1912,36081094203,1
1913,36081094500,97
1914,36081094700,207
1915,36081095400,17
1916,36081096400,20
1917,36081097204,6
1918,36081097300,70
1919,36081098100,15
1920,36081098700,32
1921,36081099100,90
1922,36081099200,18
1923,36081099701,52
1924,36081099703,72
1925,36081099704,75
1926,36081099705,48
1927,36081099801,47
1928,36081099802,24
1929,36081099900,8
1930,36081100802,6
1931,36081101001,17
1932,36081101002,258
1933,36081101700,54
1934,36081102900,29
1935,36081103201,29
1936,36081103202,216
1937,36081103300,59
1938,36081103900,172
1939,36081104700,71
1940,36081105900,17
1941,36081107201,19
1942,36081107202,6
1943,36081108500,54
1944,36081109300,50
1945,36081109700,12
1946,36081109900,22
1947,36081112300,188
1948,36081112900,6
1949,36081113300,13
1950,36081113900,59
1951,36081114100,18
1952,36081114700,1
1953,36081115100,20
1954,36081115500,7
1955,36081115700,54
1956,36081115900,30
1957,36081116100,71
1958,36081116300,50
1959,36081116700,107
1960,36081117100,52
1961,36081117500,48
1962,36081118100,44
1963,36081118500,81
1964,36081118700,12
1965,36081119100,28
1966,36081119300,13
1967,36081119500,8
1968,36081119900,21
1969,36081120100,1
1970,36081120300,21
1971,36081120500,25
1972,36081120700,25
1973,36081121500,81
1974,36081122300,70
1975,36081122701,98
1976,36081122702,149
1977,36081124100,47
1978,36081124700,168
1979,36081125700,102
1980,36081126500,90
1981,36081126700,292
1982,36081127700,192
1983,36081128300,10
1984,36081129102,35
1985,36081129103,47
1986,36081129104,66
1987,36081130100,10
1988,36081133300,50
1989,36081133900,182
1990,36081134100,61
1991,36081134700,147
1992,36081136700,46
1993,36081137700,57
1994,36081138501,80
1995,36081138502,9
1996,36081139900,45
1997,36081140300,13
1998,36081140901,40
1999,36081140902,66
2000,36081141700,31
2001,36081142900,20
2002,36081144100,27
2003,36081144700,4
2004,36081145101,6
2005,36081145102,21
2006,36081145900,45
2007,36081146300,6
2008,36081146700,113
2009,36081147100,107
2010,36081147900,82
2011,36081148300,114
2012,36081150701,14
2013,36081150702,755
2014,36081152901,55
2015,36081152902,70
2016,36081155101,950
2017,36081155102,62
2018,36081156700,8
2019,36081157101,51
2020,36081157102,24
2021,36081157901,4598
2022,36081157902,27
2023,36081157903,1018
2024,36081161700,52
2025,36081162100,42
2026,36085000300,10
2027,36085000600,7
2028,36085000700,38
2029,36085000800,87
2030,36085000900,19
2031,36085001700,16
2032,36085001800,10
2033,36085002001,3
2034,36085002002,26
2035,36085002100,1
2036,36085002700,19
2037,36085002900,15
2038,36085003300,2
2039,36085003600,19
2040,36085003900,21
2041,36085004000,12
2042,36085004700,47
2043,36085005000,14
2044,36085005900,15
2045,36085006400,18
2046,36085006700,13
2047,36085007400,8
2048,36085007700,6
2049,36085008100,5
2050,36085008900,382
2051,36085009601,30
2052,36085009602,16
2053,36085009700,60
2054,36085010500,17
2055,36085011202,5
2056,36085011401,1
2057,36085011402,6
2058,36085012100,15
2059,36085012200,13
2060,36085012500,6
2061,36085013203,12
2062,36085013301,6
2063,36085013302,19
2064,36085013400,6
2065,36085013800,24
2066,36085014606,6
2067,36085014607,6
2068,36085014700,5
2069,36085015100,12
2070,36085015601,12
2071,36085015602,6
2072,36085015603,6
2073,36085017005,1
2074,36085017007,6
2075,36085017010,6
2076,36085017300,19
2077,36085017700,2
2078,36085018100,6
2079,36085018701,24
2080,36085018702,6
2081,36085018901,5
2082,36085018902,1
2083,36085019700,6
2084,36085019800,8
2085,36085020700,125
2086,36085020801,13
2087,36085022600,394
2088,36085022800,7
2089,36085023100,5
2090,36085023900,9
2091,36085024402,312
2092,36085024800,968
2093,36085027702,6
2094,36085027704,6
2095,36085027705,2
2096,36085027706,6
2097,36085027900,6
2098,36085029102,795
2099,36085029103,30
2100,36085029104,12
2101,36085030301,65
2102,36085030302,6
2103,36085031902,31792
2104,36085032300,4603
2105,36085990100,53
